apps/frappe/frappe/public/js/frappe/list/list_sidebar.html +8,Gantt,جانت
apps/frappe/frappe/templates/print_formats/standard.html +18,Page {0} of {1},الصفحة {0} من {1}
DocType: About Us Settings,Introduce your company to the website visitor.,تقديم الشركة للزائر الموقع.
apps/frappe/frappe/public/js/frappe/form/workflow.js +116,To,إلى
apps/frappe/frappe/templates/base.html +145,Please enter email address,يرجى إدخال عنوان البريد الإلكتروني
apps/frappe/frappe/model/rename_doc.py +341,Successful: {0} to {1},ناجح: {0} إلى {1}
apps/frappe/frappe/print/doctype/print_format/print_format.js +14,Please duplicate this to make changes,يرجى تكرار هذه إلى إجراء تغييرات
apps/frappe/frappe/utils/pdf.py +33,PDF generation failed because of broken image links,فشل الجيل PDF بسبب الروابط صورة مكسورة
DocType: Print Settings,Font Size,حجم الخط
apps/frappe/frappe/public/js/frappe/ui/toolbar/navbar.html +14,Unread Messages,رسائل غير مقروءة
DocType: System Settings,Disable Standard Email Footer,تعطيل قياسي البريد الإلكتروني تذييل
DocType: Workflow State,facetime-video,فيس تايم عن طريق الفيديو
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +167,1 comment,تعليق واحد
DocType: Email Alert,Days Before,أيام قبل
apps/frappe/frappe/website/doctype/website_settings/website_settings.js +72,Select a Banner Image first.,تحديد صورة بانر الأول.
DocType: Workflow State,volume-down,حجم إلى أسفل
DocType: Email Account,Send Notification to,إرسال إشعار ل
DocType: DocField,Collapsible,للطي
DocType: Translation,Source Data,مصدر معلومات
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +656,Saved,حفظ
apps/frappe/frappe/custom/doctype/custom_field/custom_field.js +55,Options for select. Each option on a new line.,خيارات للاختيار. كل خيار على سطر جديد.
apps/frappe/frappe/public/js/legacy/form.js +732,Permanently Cancel {0}?,الغاء دائم {0} ؟
DocType: Workflow State,music,موسيقى
apps/frappe/frappe/config/setup.py +66,Settings,إعدادات
apps/frappe/frappe/core/report/permitted_documents_for_user/permitted_documents_for_user.py +28,Please specify doctype,يرجى تحديد DOCTYPE
apps/frappe/frappe/public/js/frappe/ui/listing.js +57,More,أكثر
apps/frappe/frappe/public/js/frappe/model/model.js +517,Rename,إعادة تسمية
DocType: Print Format,Format Data,تنسيق البيانات
DocType: Communication,Like,مثل
DocType: Customize Form Field,Customize Form Field,تخصيص حقل نموذج
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +251,Allow User,تسمح للمستخدم
apps/frappe/frappe/config/setup.py +54,Check which Documents are readable by a User,تحقق من وثائق قابلة للقراءة من قبل العضو
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +161,use % as wildcard,استخدام٪ كما البدل
DocType: User,Reset Password Key,إعادة تعيين كلمة المرور الرئيسية
DocType: Email Account,Enable Auto Reply,تمكين الرد التلقائي
apps/frappe/frappe/core/doctype/scheduler_log/scheduler_log_list.js +7,Not Seen,لا أرى
DocType: Workflow State,zoom-in,تكبير
apps/frappe/frappe/email/bulk.py +169,Unsubscribe from this list,إلغاء الاشتراك من هذه القائمة
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +13,Reference DocType and Reference Name are required,ويلزم الإشارة DOCTYPE واسم الإشارة
apps/frappe/frappe/desk/page/activity/activity.js +198,Sep,سبتمبر
apps/frappe/frappe/utils/jinja.py +35,Syntax error in template,خطأ في القالب
DocType: DocField,Width,عرض
DocType: Email Account,Notify if unreplied,يخطر إذا لا تحوي على ردود
DocType: DocType,Fields,الحقول
DocType: System Settings,Your organization name and address for the email footer.,اسم المؤسسة وعنوانك لتذييل البريد الإلكتروني.
apps/frappe/frappe/core/page/data_import_tool/data_import_tool.py +15,Parent Table,الجدول الرئيسي
apps/frappe/frappe/config/desktop.py +38,Developer,مطور
DocType: Communication,Created,إنشاء
apps/frappe/frappe/website/doctype/website_settings/website_settings.py +38,{0} in row {1} cannot have both URL and child items,{0} في الصف {1} لا يمكن أن يكون لها عنوان URL وبنود فرعية في نفس الوقت
apps/frappe/frappe/utils/nestedset.py +194,Root {0} cannot be deleted,الجذر {0} لا يمكن حذف
apps/frappe/frappe/website/doctype/blog_post/blog_post.py +165,No comments yet,لا توجد تعليقات حتى الآن
apps/frappe/frappe/print/page/print_format_builder/print_format_builder.js +120,Both DocType and Name required,كلا DOCTYPE واسم المطلوبة
apps/frappe/frappe/model/document.py +499,Cannot change docstatus from 1 to 0,لا يمكن تغيير docstatus من 1 إلى 0
apps/frappe/frappe/desk/page/setup_wizard/setup_wizard.js +42,Welcome,ترحيب
apps/frappe/frappe/desk/page/applications/applications.js +95,Installed Apps,التطبيقات المثبتة
DocType: Communication,Open,فتح
DocType: Workflow Transition,Defines actions on states and the next step and allowed roles.,يحدد الإجراءات على الدول والخطوة التالية والأدوار المسموح بها.
apps/frappe/frappe/core/page/permission_manager/permission_manager_help.html +11,"As a best practice, do not assign the same set of permission rule to different Roles. Instead, set multiple Roles to the same User.",باعتبارها أفضل الممارسات ، عدم تعيين نفس مجموعة من الحكم إذن ل أدوار مختلفة. بدلا من ذلك ، تعيين أدوار متعددة ل نفس العضو .
DocType: Web Form,Message to be displayed on successful completion,رسالة للظهور عند الانتهاء بنجاح
DocType: Contact Us Settings,Address Title,إسم العنوان
DocType: Website Settings,Footer Items,تذييل العناصر
apps/frappe/frappe/public/js/frappe/ui/page.html +21,Menu,خيارات
DocType: DefaultValue,DefaultValue,القيمة الافتراضية
DocType: Dropbox Backup,Daily,يوميا
apps/frappe/frappe/config/setup.py +19,User Roles,أدوار المستخدم
DocType: Property Setter,Property Setter overrides a standard DocType or Field property,الملكية واضعة يتجاوز على DOCTYPE القياسية أو الممتلكات الميدان
apps/frappe/frappe/core/doctype/user/user.py +391,Cannot Update: Incorrect / Expired Link.,لا يمكن تحديث : رابط غير الصحيحة / منتهية الصلاحية .
DocType: DocField,Set Only Once,تعيين مرة واحدة فقط
apps/frappe/frappe/core/doctype/user/user.py +325,Username {0} already exists,اسم المستخدم {0} موجود بالفعل
apps/frappe/frappe/core/doctype/doctype/doctype.py +551,{0}: Cannot set import as {1} is not importable,{0} : لا يمكن تحديد استيراد،  لأن {1} غير قابل للإستيراد
DocType: Top Bar Item,"target = ""_blank""",الهدف = &quot;_blank&quot;
DocType: Workflow State,hdd,الأقراص الصلبة
DocType: ToDo,High,مرتفع
DocType: User,Male,ذكر
DocType: Communication,From Full Name,من الاسم الكامل
apps/frappe/frappe/desk/query_report.py +19,You don't have access to Report: {0},لم يكن لديك الوصول إلى تقرير: {0}
DocType: User,Send Welcome Email,إرسال أهلا وسهلا البريد الإلكتروني
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +132,Upload CSV file containing all user permissions in the same format as Download.,تحميل ملف CSV يحتوي على جميع أذونات المستخدم في نفس الشكل كما تحميل.
apps/frappe/frappe/public/js/frappe/ui/filters/filters.js +359,Remove Filter,إزالة تصفية (فلترة)
apps/frappe/frappe/config/setup.py +108,Bulk Rename,إعادة تسمية السائبة
DocType: DocField,Heading,العنوان
DocType: Workflow State,resize-vertical,تغيير حجم عمودية
DocType: Contact Us Settings,Introductory information for the Contact Us Page,المعلومات التمهيدية لصفحة اتصل بنا
DocType: Workflow State,thumbs-down,علامة إستهجان
apps/frappe/frappe/core/doctype/page/page.py +33,Not in Developer Mode,ليس في وضع المطور
DocType: Workflow State,indent-left,المسافة البادئة اليسرى
apps/frappe/frappe/utils/file_manager.py +279,It is risky to delete this file: {0}. Please contact your System Manager.,أنه أمر محفوف بالمخاطر لحذف هذا الملف: {0}. يرجى الاتصال بمدير النظام الخاص بك.
DocType: Currency,Currency Name,اسم العملة
DocType: Report,Javascript,جافا سكريبت
DocType: File,Content Hash,تجزئة المحتوى
DocType: User,Stores the JSON of last known versions of various installed apps. It is used to show release notes.,يخزن JSON من الإصدارات المعروفة الأخيرة من مختلف التطبيقات المثبتة. يتم استخدامها لعرض ملاحظات الإصدار.
DocType: Website Theme,Google Font (Text),خطوط قوقل (للنصوص)
apps/frappe/frappe/email/doctype/email_unsubscribe/email_unsubscribe.py +31,{0} already unsubscribed for {1} {2},{0} غير مشترك بـ{1} {2}
apps/frappe/frappe/core/page/permission_manager/permission_manager.js +323,Did not remove,لم تقم بإزالة
apps/frappe/frappe/desk/like.py +89,Liked,أحب
DocType: Report,Query,سؤال
DocType: DocType,Sort Order,ترتيب
apps/frappe/frappe/custom/doctype/customize_form/customize_form.py +137,'In List View' not allowed for type {0} in row {1},'في عرض القائمة' لا يسمح لنوع {0} في {1} الصف
DocType: Custom Field,Select the label after which you want to insert new field.,حدد التسمية بعد الذي تريد إدراج حقل جديد.
DocType: Website Settings,Tweet will be shared via your user account (if specified),وسيتم تقاسم تويت عبر حساب المستخدم الخاص بك (في حالة تحديد)
,Document Share Report,وثيقة حصة تقرير
DocType: User,Last Login,آخر تسجيل دخول
apps/frappe/frappe/core/doctype/doctype/doctype.py +434,Fieldname is required in row {0},مطلوب Fieldname في الصف {0}
apps/frappe/frappe/print/page/print_format_builder/print_format_builder_column_selector.html +4,Column,عمود
DocType: Custom Field,Adds a custom field to a DocType,DocType  اضافة حقل خاص ل
DocType: File,Is Home Folder,هو المجلد الرئيسي
apps/frappe/frappe/public/js/frappe/ui/editor.html +6,Bold (Ctrl/Cmd+B),جريئة (السيطرة / كمد B +)
apps/frappe/frappe/core/page/user_permissions/user_permissions.js +140,Upload and Sync,تحميل ومزامنة
apps/frappe/frappe/public/js/frappe/form/share.js +35,Shared with {0},تقاسمها مع {0}
DocType: Communication,Reference Name,مرجع اسم
